Individu,Pop,Quadrat,Plante,year,Age,Size0Mars,Size1Mars,Size0Juin,Size1Juin,Survie,Flowering,Capitule
1,Po,26,1,1995,NA,14.5,0,11.5,0,0,1,NA
2,Po,26,2,1995,NA,12.5,0,9.5,0,0,1,NA
3,Po,26,5,1995,NA,2.5,0,2.5,0,0,0,0
4,Po,26,6,1995,NA,4,0,4,0,0,0,0
5,Po,26,7,1995,NA,3,0,2.5,0,0,0,0
6,Po,26,8,1995,NA,3,0,2.5,0,0,0,0
7,Po,26,10,1995,NA,2.5,0,2.5,0,0,0,0
8,Po,26,12,1995,NA,2,0,1,0,0,0,0
9,Po,26,13,1995,NA,3,0,3,0,0,0,0
10,Po,26,14,1995,NA,5,0,6,0,0,0,0
11,Po,26,15,1995,NA,3.5,0,3.5,0,0,0,0
12,Po,26,16,1995,NA,5.5,0,8,0,0,0,0
13,Po,26,19,1995,NA,3,0,4,0,0,0,0
14,Po,26,21,1995,NA,3.5,0,3.5,0,0,0,0
15,Po,26,22,1995,NA,4,0,4,0,0,0,0
16,Po,26,23,1995,NA,3,0,3,0,0,0,0
17,Po,26,25,1995,NA,5,3.5,6.5,6.5,1,0,0
17,Po,26,25,1996,NA,3.5,3.5,6.5,7,1,0,0
17,Po,26,25,1997,NA,3.5,6,7,7,1,0,0
17,Po,26,25,1998,NA,6,4,7,10,1,0,0
17,Po,26,25,1999,NA,4,10,10,13.5,1,0,0
17,Po,26,25,2000,NA,10,7,13.5,10,1,0,0
17,Po,26,25,2001,NA,7,0,10,0,0,1,15
18,Po,26,26,1995,NA,2.5,0,4.5,0,0,0,0
19,Po,26,27,1995,NA,1.5,0,2.5,0,0,0,0
20,Po,26,28,1995,NA,3,0,3.5,0,0,0,0
21,Po,26,29,1995,NA,3.5,0,3,0,0,0,0
22,Po,26,30,1995,NA,2,0,0.5,0,0,0,0
23,Po,26,31,1995,NA,4,0,5,0,0,0,0
24,Po,26,32,1995,NA,3,0,1.5,0,0,0,0
25,Po,26,33,1995,NA,1,0,0.5,0,0,0,0
26,Po,26,34,1995,NA,3,0,3,0,0,0,0
27,Po,26,35,1995,NA,3.5,0,3.5,0,0,0,0
28,Po,26,36,1995,NA,4,5,4,6.5,1,0,0
28,Po,26,36,1996,NA,5,5.5,6.5,7,1,0,0
28,Po,26,36,1997,NA,5.5,6.5,7,9,1,0,0
28,Po,26,36,1998,NA,6.5,6,9,8,1,0,0
28,Po,26,36,1999,NA,6,9.5,8,11,1,0,0
28,Po,26,36,2000,NA,9.5,8,11,10.5,1,0,0
28,Po,26,36,2001,NA,8,5,10.5,12,1,0,0
28,Po,26,36,2002,NA,5,10,12,14.5,1,0,0
28,Po,26,36,2003,NA,10,9,14.5,12,1,0,0
28,Po,26,36,2004,NA,9,6,12,15,1,0,0
28,Po,26,36,2005,NA,6,8,15,10,1,0,0
28,Po,26,36,2006,NA,8,0,10,0,0,1,NA
29,Po,26,37,1995,NA,6,0,4,0,0,0,0
30,Po,26,38,1995,NA,8,0,9,0,0,0,0
31,Po,26,39,1995,NA,6,0,4.5,0,0,0,0
32,Po,26,40,1995,NA,9,0,10,0,0,0,0
33,Po,26,46,1995,1,1,0,2,0,0,0,0
34,Po,26,47,1995,1,0.5,0,1.5,0,0,0,0
35,Po,26,50,1995,1,1,0,1.5,0,0,0,0
36,Po,26,51,1995,1,0.5,0,2,0,0,0,0
37,Po,26,52,1995,1,0.5,0,1,0,0,0,0
38,Po,26,61,1995,1,1,0,1,0,0,0,0
39,Po,26,62,1995,1,1,0,2,0,0,0,0
40,Po,26,73,1995,1,1,0,1.5,0,0,0,0
41,Po,26,84,1995,1,1.5,0,1.5,0,0,0,0
42,Po,26,85,1995,1,0.5,0,0.5,0,0,0,0
43,Po,26,91,1995,1,0.5,0,0.5,0,0,0,0
44,Po,26,95,1995,NA,3.5,0,1.5,0,0,0,0
45,Po,26,96,1995,1,2,0,1.5,0,0,0,0
46,Po,26,97,1995,1,1.5,0,1,0,0,0,0
47,Po,26,99,1995,1,NA,0,0.5,0,0,0,0
48,Po,26,100,1995,1,NA,0,0.5,0,0,0,0
49,Po,26,102,1996,1,1,0,1.5,0,0,0,0
50,Po,26,103,1996,1,1,0,1.5,0,0,0,0
51,Po,26,105,1996,1,2,0,1,0,0,0,0
52,Po,26,107,1996,1,1.5,3.5,2,4.5,1,0,0
52,Po,26,107,1997,2,3.5,2,4.5,2,1,0,0
52,Po,26,107,1998,3,2,0,2,0,0,0,0
53,Po,26,108,1996,1,2.5,4.5,2,5.5,1,0,0
53,Po,26,108,1997,2,4.5,5,5.5,5.5,1,0,0
53,Po,26,108,1998,3,5,0,5.5,0,0,0,0
54,Po,26,109,1996,1,2,5,2,5.5,1,0,0
54,Po,26,109,1997,2,5,5.5,5.5,6,1,0,0
54,Po,26,109,1998,3,5.5,5,6,10,1,0,0
54,Po,26,109,1999,4,5,10,10,14,1,0,0
54,Po,26,109,2000,5,10,10,14,13.5,1,0,0
54,Po,26,109,2001,6,10,11,13.5,12,1,0,0
54,Po,26,109,2002,7,11,0,12,0,0,1,31
55,Po,26,113,1996,1,0.5,3,3,2,1,0,0
55,Po,26,113,1997,2,3,0,2,0,0,0,0
56,Po,26,114,1996,1,0.5,0,2,0,0,0,0
57,Po,26,116,1996,1,1.5,4,2.5,4.5,1,0,0
57,Po,26,116,1997,2,4,4.5,4.5,5,1,0,0
57,Po,26,116,1998,3,4.5,4,5,5,1,0,0
57,Po,26,116,1999,4,4,3,5,4,1,0,0
57,Po,26,116,2000,5,3,3.5,4,4,1,0,0
57,Po,26,116,2001,6,3.5,0,4,0,0,0,0
58,Po,26,118,1996,1,0.5,1.5,1.5,1.5,1,0,0
58,Po,26,118,1997,2,1.5,0,1.5,0,0,0,0
59,Po,26,120,1996,1,1,0,2,0,0,0,0
60,Po,26,122,1996,1,1,0,1.5,0,0,0,0
61,Po,26,129,1996,1,NA,0,1,0,0,0,0
62,Po,26,130,1996,1,NA,0,0.5,0,0,0,0
63,Po,26,132,1997,1,2,4,3.5,5.5,1,0,0
63,Po,26,132,1998,2,4,4,5.5,7,1,0,0
63,Po,26,132,1999,3,4,6.5,7,10,1,0,0
63,Po,26,132,2000,4,6.5,6,10,11,1,0,0
63,Po,26,132,2001,5,6,9,11,11,1,0,0
63,Po,26,132,2002,6,9,10,11,9,1,0,0
63,Po,26,132,2003,7,10,0,9,0,0,1,NA
64,Po,26,133,1997,1,2,3.5,2.5,4,1,0,0
64,Po,26,133,1998,2,3.5,3,4,6,1,0,0
64,Po,26,133,1999,3,3,4,6,2,1,0,0
64,Po,26,133,2000,4,4,4,2,4.5,1,0,0
64,Po,26,133,2001,5,4,0,4.5,0,0,0,0
65,Po,26,137,1998,1,1,0,1.5,0,0,0,0
66,Po,26,138,1998,1,0.5,0,1.5,0,0,0,0
67,Po,26,140,1999,1,2.5,0,2,0,0,0,0
68,Po,26,142,1999,1,1,0,2,0,0,0,0
69,Po,26,143,1999,1,0.5,0,1.5,0,0,0,0
70,Po,26,144,1999,1,NA,0,0.5,0,0,0,0
71,Po,26,146,2001,1,1.5,0,1,0,0,0,0
72,Po,26,147,2001,1,2,0,1,0,0,0,0
73,Po,26,155,2001,1,1,2.5,1.5,3,1,0,0
73,Po,26,155,2002,2,2.5,5,3,4,1,0,0
73,Po,26,155,2003,3,5,0,4,0,0,0,0
74,Po,26,166,2001,1,1,0,0.5,0,0,0,0
75,Po,26,167,2001,1,1,0,0.5,0,0,0,0
76,Po,26,173,2001,1,1,0,1.5,0,0,0,0
77,Po,26,176,2001,1,1,0,1,0,0,0,0
78,Po,26,179,2001,1,1,0,0.5,0,0,0,0
79,Po,26,180,2001,1,1,0,1.5,0,0,0,0
80,Po,26,181,2002,1,2,0,3.5,0,0,0,0
81,Po,26,182,2002,1,2,5.5,3.5,5,1,0,0
81,Po,26,182,2003,2,5.5,0,5,0,0,0,0
82,Po,26,183,2002,1,1,6,3.5,6.5,1,0,0
82,Po,26,183,2003,2,6,0,6.5,0,0,0,0
83,Po,26,184,2002,1,3.5,4.5,5,9,1,0,0
83,Po,26,184,2003,2,4.5,11.5,9,16,1,0,0
83,Po,26,184,2004,3,11.5,13,16,16,1,0,0
83,Po,26,184,2005,4,13,7,16,7.5,1,1,NA
83,Po,26,184,2006,5,7,0,7.5,0,0,0,0
84,Po,26,185,2002,1,2.5,0,4.5,0,0,0,0
85,Po,26,186,2002,1,1,0,3,0,0,0,0
86,Po,26,187,2002,1,1,0,1.5,0,0,0,0
87,Po,26,188,2002,1,0.5,0,1,0,0,0,0
88,Po,26,190,2002,1,1,0,0.5,0,0,0,0
89,Po,26,191,2002,1,2,4.5,3.5,4,1,0,0
89,Po,26,191,2003,2,4.5,0,4,0,0,0,0
90,Po,26,193,2003,1,1,0,0.5,0,0,0,0
91,Po,26,194,2004,1,1.5,0,2,0,0,0,0
92,Po,26,195,2004,1,2,2,4,4,1,0,0
92,Po,26,195,2005,2,2,5,4,4,1,0,0
92,Po,26,195,2006,3,5,0,4,0,0,0,0
93,Po,26,196,2004,1,3,0,3,0,0,0,0
94,Po,26,197,2004,1,0.5,0,1,0,0,0,0
95,Po,26,199,2004,1,1,0,2,0,0,0,0
96,Po,26,200,2004,1,0.5,0,1.5,0,0,0,0
97,Po,26,204,2007,1,0.5,0,1.5,0,0,0,0
98,Po,26,205,2007,1,1,0,1.5,0,0,0,0
99,Po,26,206,2007,1,0.5,0,2,0,0,0,0
100,Po,26,207,2010,1,2.5,0,2,0,0,0,0
101,Po,26,209,2013,1,1,0,1,0,0,0,0
102,Po,26,210,2013,1,1,4,2,5,1,0,0
102,Po,26,210,2014,2,4,5,5,6.5,1,0,0
102,Po,26,210,2015,3,5,11.5,6.5,11.5,1,0,0
102,Po,26,210,2016,4,11.5,0,11.5,0,0,0,0
103,Po,26,211,2013,1,1,0,3,0,0,0,0
104,Po,26,212,2017,1,1.5,0,1,0,0,0,0
105,Po,26,213,2017,1,2,0,2,0,0,0,0
106,Po,27,1,1995,NA,4.5,0,5.5,0,0,0,0
107,Po,27,2,1995,NA,3.5,0,5.5,0,0,0,0
108,Po,27,3,1995,NA,11.5,0,10,0,0,1,NA
109,Po,27,4,1995,NA,6,4.5,7,6.5,1,0,0
109,Po,27,4,1996,NA,4.5,7,6.5,7.5,1,0,0
109,Po,27,4,1997,NA,7,5,7.5,8,1,0,0
109,Po,27,4,1998,NA,5,4,8,10,1,0,0
109,Po,27,4,1999,NA,4,8,10,11,1,0,0
109,Po,27,4,2000,NA,8,0,11,0,0,1,21
110,Po,27,5,1995,NA,6,4.5,7.5,9,1,0,0
110,Po,27,5,1996,NA,4.5,7,9,10,1,0,0
110,Po,27,5,1997,NA,7,6.5,10,6.5,1,0,0
110,Po,27,5,1998,NA,6.5,0,6.5,0,0,1,9
111,Po,27,6,1995,NA,6.5,5.5,9,8,1,0,0
111,Po,27,6,1996,NA,5.5,6,8,7,1,0,0
111,Po,27,6,1997,NA,6,5.5,7,9,1,0,0
111,Po,27,6,1998,NA,5.5,6,9,6,1,0,0
111,Po,27,6,1999,NA,6,10.5,6,10,1,0,0
111,Po,27,6,2000,NA,10.5,0,10,0,0,1,23
112,Po,27,7,1995,NA,4,0,1.5,0,0,0,0
113,Po,27,10,1995,1,1.5,0,1,0,0,0,0
114,Po,27,11,1995,1,2.5,0,1.5,0,0,0,0
115,Po,27,15,1995,1,2.5,0,1.5,0,0,0,0
116,Po,27,16,1995,NA,3.5,3,5.5,3.5,1,0,0
116,Po,27,16,1996,NA,3,4.5,3.5,5,1,0,0
116,Po,27,16,1997,NA,4.5,4,5,6,1,0,0
116,Po,27,16,1998,NA,4,0,6,0,0,0,0
117,Po,27,17,1995,NA,7,3.5,7,6.5,1,0,0
117,Po,27,17,1996,NA,3.5,0,6.5,0,0,0,0
118,Po,27,18,1995,NA,6.5,0,6.5,0,0,0,0
119,Po,27,19,1995,NA,3.5,0,3.5,0,0,0,0
120,Po,27,25,1996,1,1.5,0,3,0,0,0,0
121,Po,27,27,1996,1,1.5,4.5,1,6.5,1,0,0
121,Po,27,27,1997,2,4.5,5.5,6.5,8,1,0,0
121,Po,27,27,1998,3,5.5,6,8,8.5,1,0,0
121,Po,27,27,1999,4,6,6,8.5,10.5,1,0,0
121,Po,27,27,2000,5,6,7,10.5,9,1,0,0
121,Po,27,27,2001,6,7,6.5,9,11,1,0,0
121,Po,27,27,2002,7,6.5,7.5,11,13.5,1,0,0
121,Po,27,27,2003,8,7.5,7.5,13.5,9,1,0,0
121,Po,27,27,2004,9,7.5,0,9,0,0,1,NA
122,Po,27,28,1996,1,1.5,7,2.5,8,1,0,0
122,Po,27,28,1997,2,7,8,8,10.5,1,0,0
122,Po,27,28,1998,3,8,8.5,10.5,11,1,0,0
122,Po,27,28,1999,4,8.5,13.5,11,16,1,0,0
122,Po,27,28,2000,5,13.5,9,16,13,1,0,0
122,Po,27,28,2001,6,9,0,13,0,0,1,7
123,Po,27,29,1996,1,1,0,1,0,0,0,0
124,Po,27,30,1996,1,2.5,9,5.5,10,1,0,0
124,Po,27,30,1997,2,9,11,10,13.5,1,0,0
124,Po,27,30,1998,3,11,13,13.5,12,1,0,0
124,Po,27,30,1999,4,13,0,12,0,0,1,25
125,Po,27,31,1996,1,1.5,2,3,1,1,0,0
125,Po,27,31,1997,2,2,0,1,0,0,0,0
126,Po,27,33,1996,1,1,2.5,1,1,1,0,0
126,Po,27,33,1997,2,2.5,0.5,1,1.5,1,0,0
126,Po,27,33,1998,3,0.5,0,1.5,0,0,0,0
127,Po,27,42,1996,1,0.5,0,0.5,0,0,0,0
128,Po,27,43,1996,1,0.5,0,0.5,0,0,0,0
129,Po,27,44,1997,1,1,1,1,1.5,1,0,0
129,Po,27,44,1998,2,1,0,1.5,0,0,0,0
130,Po,27,46,1997,1,0.5,0,0.5,0,0,0,0
131,Po,27,48,1998,1,1.5,0,2,0,0,0,0
132,Po,27,49,1998,1,1,0,1.5,0,0,0,0
133,Po,27,52,1999,1,0.5,0,1,0,0,0,0
134,Po,27,53,1999,1,0.5,0,0.5,0,0,0,0
135,Po,27,55,1999,1,1,0,1.5,0,0,0,0
136,Po,27,58,2000,1,0.5,1.5,1,1,1,0,0
136,Po,27,58,2001,2,1.5,0,1,0,0,0,0
137,Po,27,59,2000,1,1,1.5,1.5,1.5,1,0,0
137,Po,27,59,2001,2,1.5,0.5,1.5,2,1,0,0
137,Po,27,59,2002,3,0.5,1,2,2,1,0,0
137,Po,27,59,2003,4,1,0,2,0,0,0,0
138,Po,27,60,2000,1,1,0,1,0,0,0,0
139,Po,27,61,2000,1,1,0,1,0,0,0,0
140,Po,27,65,2000,1,0.5,0,0.5,0,0,0,0
141,Po,27,67,2001,1,1.5,0,0.5,0,0,0,0
142,Po,27,69,2001,1,1,0,1,0,0,0,0
143,Po,27,77,2001,1,1,0,1.5,0,0,0,0
144,Po,27,79,2001,1,1,0,1.5,0,0,0,0
145,Po,27,80,2001,1,0.5,0,1,0,0,0,0
146,Po,27,81,2001,1,1.5,0,1,0,0,0,0
147,Po,27,88,2001,1,1,1,1,3,1,0,0
147,Po,27,88,2002,2,1,1,3,2.5,1,0,0
147,Po,27,88,2003,3,1,0,2.5,0,0,0,0
148,Po,27,89,2001,1,0.5,0,0.5,0,0,0,0
149,Po,27,93,2001,1,1,0,1,0,0,0,0
150,Po,27,95,2001,1,0.5,0,1,0,0,0,0
151,Po,27,97,2001,1,1,0,1,0,0,0,0
152,Po,27,99,2001,1,2,0,2,0,0,0,0
153,Po,27,105,2002,1,1,1,1.5,2,1,0,0
153,Po,27,105,2003,2,1,0,2,0,0,0,0
154,Po,27,106,2002,1,1,1,1.5,2,1,0,0
154,Po,27,106,2003,2,1,0,2,0,0,0,0
155,Po,27,107,2002,1,1,2.5,2.5,3.5,1,0,0
155,Po,27,107,2003,2,2.5,3,3.5,5,1,0,0
155,Po,27,107,2004,3,3,5,5,8,1,0,0
155,Po,27,107,2005,4,5,6,8,8.5,1,0,0
155,Po,27,107,2006,5,6,6.5,8.5,9,1,0,0
155,Po,27,107,2007,6,6.5,7,9,8,1,0,0
155,Po,27,107,2008,7,7,6,8,7.5,1,0,0
155,Po,27,107,2009,8,6,3.5,7.5,10,1,0,0
155,Po,27,107,2010,9,3.5,7.5,10,8,1,0,0
155,Po,27,107,2011,10,7.5,0,8,0,0,0,0
156,Po,27,108,2002,1,3,8.5,5.5,11.5,1,0,0
156,Po,27,108,2003,2,8.5,10,11.5,16,1,0,0
156,Po,27,108,2004,3,10,10,16,15.5,1,0,0
156,Po,27,108,2005,4,10,14,15.5,15,1,0,0
156,Po,27,108,2006,5,14,0,15,0,0,1,NA
157,Po,27,109,2003,1,1,0,1,0,0,0,0
158,Po,27,110,2003,1,0.5,0,1.5,0,0,0,0
159,Po,27,111,2003,1,NA,0,1,0,0,0,0
160,Po,27,112,2004,1,0.5,0,1,0,0,0,0
161,Po,27,113,2004,1,1,0,1,0,0,0,0
162,Po,27,114,2005,1,0.5,0,2,0,0,0,0
163,Po,39,1,1996,NA,6,9,11,10,1,0,0
163,Po,39,1,1997,NA,9,5.5,10,9,1,0,0
163,Po,39,1,1998,NA,5.5,5,9,10.5,1,0,0
163,Po,39,1,1999,NA,5,7.5,10.5,8.5,1,0,0
163,Po,39,1,2000,NA,7.5,7.5,8.5,15,1,0,0
163,Po,39,1,2001,NA,7.5,10,15,18,1,0,0
163,Po,39,1,2002,NA,10,8.5,18,8,1,1,33
163,Po,39,1,2003,NA,8.5,0,8,0,0,1,NA
164,Po,39,2,1996,NA,10,17.5,15,16.5,1,0,0
164,Po,39,2,1997,NA,17.5,0,16.5,0,0,1,NA
165,Po,39,3,1996,NA,8.5,10,12.5,12.5,1,0,0
165,Po,39,3,1997,NA,10,10.5,12.5,12,1,0,0
165,Po,39,3,1998,NA,10.5,8.5,12,12,1,0,0
165,Po,39,3,1999,NA,8.5,0,12,0,0,1,23
166,Po,39,4,1996,NA,8,12.5,15.5,12,1,0,0
166,Po,39,4,1997,NA,12.5,0,12,0,0,1,NA
167,Po,39,5,1996,NA,5.5,7,9.5,6,1,0,0
167,Po,39,5,1997,NA,7,5.5,6,8,1,0,0
167,Po,39,5,1998,NA,5.5,6,8,9.5,1,0,0
167,Po,39,5,1999,NA,6,7.5,9.5,12,1,0,0
167,Po,39,5,2000,NA,7.5,7.5,12,13,1,0,0
167,Po,39,5,2001,NA,7.5,0,13,0,0,1,30
168,Po,39,6,1996,NA,7,11,13,11,1,0,0
168,Po,39,6,1997,NA,11,0,11,0,0,1,NA
169,Po,39,7,1996,NA,3.5,0,4,0,0,0,0
170,Po,39,8,1996,NA,7,10,11.5,12,1,0,0
170,Po,39,8,1997,NA,10,0,12,0,0,1,NA
171,Po,39,9,1996,NA,3.5,6.5,9.5,6.5,1,0,0
171,Po,39,9,1997,NA,6.5,6.5,6.5,7,1,0,0
171,Po,39,9,1998,NA,6.5,7,7,14,1,0,0
171,Po,39,9,1999,NA,7,9.5,14,13,1,0,0
171,Po,39,9,2000,NA,9.5,8,13,15,1,0,0
171,Po,39,9,2001,NA,8,0,15,0,0,1,33
172,Po,39,10,1996,NA,4,8.5,9,8,1,0,0
172,Po,39,10,1997,NA,8.5,6.5,8,10,1,0,0
172,Po,39,10,1998,NA,6.5,8,10,12,1,0,0
172,Po,39,10,1999,NA,8,0,12,0,0,1,27
173,Po,39,12,1996,NA,5.5,6.5,10,8,1,0,0
173,Po,39,12,1997,NA,6.5,5.5,8,6,1,0,0
173,Po,39,12,1998,NA,5.5,5,6,8.5,1,0,0
173,Po,39,12,1999,NA,5,5.5,8.5,10,1,0,0
173,Po,39,12,2000,NA,5.5,7.5,10,13,1,0,0
173,Po,39,12,2001,NA,7.5,0,13,0,0,0,0
174,Po,39,13,1996,NA,8.5,0,9.5,0,0,1,NA
175,Po,39,14,1996,NA,5,8,9.5,11,1,0,0
175,Po,39,14,1997,NA,8,5,11,9.5,1,0,0
175,Po,39,14,1998,NA,5,0,9.5,0,0,1,1
176,Po,39,15,1996,NA,4.5,5.5,4,7,1,0,0
176,Po,39,15,1997,NA,5.5,7,7,9,1,0,0
176,Po,39,15,1998,NA,7,7.5,9,11,1,0,0
176,Po,39,15,1999,NA,7.5,0,11,0,0,1,25
177,Po,39,16,1996,NA,8.5,11,13,11,1,0,0
177,Po,39,16,1997,NA,11,0,11,0,0,1,NA
178,Po,39,17,1996,NA,9,19.5,15.5,14,1,0,0
178,Po,39,17,1997,NA,19.5,0,14,0,0,1,NA
179,Po,39,18,1996,NA,5.5,5,7.5,4,1,0,0
179,Po,39,18,1997,NA,5,3.5,4,6,1,0,0
179,Po,39,18,1998,NA,3.5,0,6,0,0,0,0
180,Po,39,19,1996,NA,5.5,8,9.5,9,1,0,0
180,Po,39,19,1997,NA,8,8,9,11.5,1,0,0
180,Po,39,19,1998,NA,8,5.5,11.5,9,1,0,0
180,Po,39,19,1999,NA,5.5,0,9,0,0,0,0
181,Po,39,20,1996,NA,5.5,8,10.5,10,1,0,0
181,Po,39,20,1997,NA,8,9,10,10,1,0,0
181,Po,39,20,1998,NA,9,5.5,10,10,1,0,0
181,Po,39,20,1999,NA,5.5,0,10,0,0,0,0
182,Po,39,21,1996,NA,8,16,13.5,12.5,1,0,0
182,Po,39,21,1997,NA,16,10,12.5,12.5,1,0,0
182,Po,39,21,1998,NA,10,0,12.5,0,0,1,26
183,Po,39,22,1996,NA,3.5,7.5,6,7,1,0,0
183,Po,39,22,1997,NA,7.5,7.5,7,11.5,1,0,0
183,Po,39,22,1998,NA,7.5,8,11.5,13,1,0,0
183,Po,39,22,1999,NA,8,13,13,15,1,0,0
183,Po,39,22,2000,NA,13,0,15,0,0,1,40
184,Po,39,23,1996,NA,4.5,8,7.5,9,1,0,0
184,Po,39,23,1997,NA,8,9,9,13.5,1,0,0
184,Po,39,23,1998,NA,9,9.5,13.5,14.5,1,0,0
184,Po,39,23,1999,NA,9.5,13,14.5,11,1,0,0
184,Po,39,23,2000,NA,13,0,11,0,0,1,22
185,Po,39,24,1996,NA,4.5,7,7,8,1,0,0
185,Po,39,24,1997,NA,7,9,8,11,1,0,0
185,Po,39,24,1998,NA,9,7,11,8,1,0,0
185,Po,39,24,1999,NA,7,0,8,0,0,1,23
186,Po,39,25,1996,NA,6,7.5,8.5,10,1,0,0
186,Po,39,25,1997,NA,7.5,8.5,10,11.5,1,0,0
186,Po,39,25,1998,NA,8.5,9,11.5,11,1,0,0
186,Po,39,25,1999,NA,9,0,11,0,0,1,25
187,Po,39,28,1997,1,0.5,0,1,0,0,0,0
188,Po,39,32,1997,1,0.5,4.5,1.5,7,1,0,0
188,Po,39,32,1998,2,4.5,8.5,7,15.5,1,0,0
188,Po,39,32,1999,3,8.5,16,15.5,14,1,0,0
188,Po,39,32,2000,4,16,0,14,0,0,1,63
189,Po,39,33,1997,1,0.5,0,0.5,0,0,0,0
190,Po,39,34,1998,1,1,4,2.5,5.5,1,0,0
190,Po,39,34,1999,2,4,7,5.5,7,1,0,0
190,Po,39,34,2000,3,7,0,7,0,0,0,0
191,Po,39,35,1998,1,1,0,1.5,0,0,0,0
192,Po,39,36,1998,1,1,1.5,1.5,6.5,1,0,0
192,Po,39,36,1999,2,1.5,0,6.5,0,0,0,0
193,Po,39,38,1998,1,1,0,1.5,0,0,0,0
194,Po,39,39,1998,1,1.5,0,3,0,0,0,0
195,Po,39,40,1998,1,0.5,0,4,0,0,0,0
196,Po,39,41,1998,1,1,3,1.5,4.5,1,0,0
196,Po,39,41,1999,2,3,5.5,4.5,6,1,0,0
196,Po,39,41,2000,3,5.5,0,6,0,0,0,0
197,Po,39,43,1998,1,1.5,3,3,5,1,0,0
197,Po,39,43,1999,2,3,6.5,5,9,1,0,0
197,Po,39,43,2000,3,6.5,9,9,14.5,1,0,0
197,Po,39,43,2001,4,9,16,14.5,18,1,0,0
197,Po,39,43,2002,5,16,0,18,0,0,1,48
198,Po,39,44,1998,1,1,3,2,3.5,1,0,0
198,Po,39,44,1999,2,3,5.5,3.5,6.5,1,0,0
198,Po,39,44,2000,3,5.5,6.5,6.5,11.5,1,0,0
198,Po,39,44,2001,4,6.5,9,11.5,12,1,0,0
198,Po,39,44,2002,5,9,0,12,0,0,1,41
199,Po,39,45,1998,1,0.5,0,0.5,0,0,0,0
200,Po,39,48,1999,1,0.5,0,1,0,0,0,0
201,Po,39,52,2000,1,2,0,1.5,0,0,0,0
202,Po,39,53,2000,1,0.5,0,1,0,0,0,0
203,Po,39,54,2000,1,0.5,0,2.5,0,0,0,0
204,Po,39,55,2000,1,0.5,0,1,0,0,0,0
205,Po,39,61,2000,1,1,0,2,0,0,0,0
206,Po,39,62,2000,1,1,0,1.5,0,0,0,0
207,Po,39,63,2000,1,1,0,1.5,0,0,0,0
208,Po,39,64,2000,1,1,0,1.5,0,0,0,0
209,Po,39,66,2000,1,1,0,1.5,0,0,0,0
210,Po,39,68,2000,1,1,5.5,2.5,6,1,0,0
210,Po,39,68,2001,2,5.5,0,6,0,0,0,0
211,Po,39,69,2000,1,1,0,1,0,0,0,0
212,Po,39,70,2000,1,1,0,1.5,0,0,0,0
213,Po,39,72,2000,1,1,3,3,3,1,0,0
213,Po,39,72,2001,2,3,0,3,0,0,0,0
214,Po,39,73,2000,1,1,0,1.5,0,0,0,0
215,Po,39,74,2000,1,0.5,0,1.5,0,0,0,0
216,Po,39,76,2000,1,0.5,0,0.5,0,0,0,0
217,Po,39,78,2001,1,1.5,0,2,0,0,0,0
218,Po,39,79,2001,1,1.5,0,2,0,0,0,0
219,Po,39,80,2001,1,1.5,2.5,2,5,1,0,0
219,Po,39,80,2002,2,2.5,5.5,5,7,1,0,0
219,Po,39,80,2003,3,5.5,5,7,9,1,0,0
219,Po,39,80,2004,4,5,6,9,9,1,0,0
219,Po,39,80,2005,5,6,6,9,6,1,0,0
219,Po,39,80,2006,6,6,0,6,0,0,0,0
220,Po,39,81,2001,1,1.5,0,2,0,0,0,0
221,Po,39,82,2001,1,1.5,5,2,7,1,0,0
221,Po,39,82,2002,2,5,6,7,7,1,0,0
221,Po,39,82,2003,3,6,6.5,7,10,1,0,0
221,Po,39,82,2004,4,6.5,7,10,14.5,1,0,0
221,Po,39,82,2005,5,7,10.5,14.5,9.5,1,0,0
221,Po,39,82,2006,6,10.5,9,9.5,5.5,1,0,0
221,Po,39,82,2007,7,9,0,5.5,0,0,1,NA
222,Po,39,83,2001,1,1.5,3,2,5.5,1,0,0
222,Po,39,83,2002,2,3,5,5.5,5.5,1,0,0
222,Po,39,83,2003,3,5,0.5,5.5,4,1,0,0
222,Po,39,83,2004,4,0.5,2.5,4,2.5,1,0,0
222,Po,39,83,2005,5,2.5,0,2.5,0,0,0,0
223,Po,39,84,2001,1,1.5,2.5,2,5.5,1,0,0
223,Po,39,84,2002,2,2.5,5,5.5,6,1,0,0
223,Po,39,84,2003,3,5,4,6,4,1,0,0
223,Po,39,84,2004,4,4,4.5,4,4.5,1,0,0
223,Po,39,84,2005,5,4.5,4,4.5,3.5,1,0,0
223,Po,39,84,2006,6,4,0,3.5,0,0,0,0
224,Po,39,85,2001,1,1.5,3,2,5,1,0,0
224,Po,39,85,2002,2,3,6,5,6,1,0,0
224,Po,39,85,2003,3,6,0,6,0,0,0,0
225,Po,39,86,2001,1,1.5,2,2,3.5,1,0,0
225,Po,39,86,2002,2,2,3.5,3.5,4,1,0,0
225,Po,39,86,2003,3,3.5,0,4,0,0,0,0
226,Po,39,87,2001,1,1.5,3,2,4.5,1,0,0
226,Po,39,87,2002,2,3,0,4.5,0,0,0,0
227,Po,39,88,2001,1,1.5,0,2,0,0,0,0
228,Po,39,89,2001,1,1.5,0,2,0,0,0,0
229,Po,39,90,2001,1,1.5,0,2,0,0,0,0
