Individu,Pop,Quadrat,Plante,year,Age,Size0Mars,Size1Mars,Size0Juin,Size1Juin,Survie,Flowering,Capitule
1914,Pe,6,309,2016,6,4.5,0,5,0,0,0,0
1915,Pe,6,310,2011,1,NA,5.5,1,8,1,0,0
1915,Pe,6,310,2012,2,5.5,7,8,10,1,0,0
1915,Pe,6,310,2013,3,7,12,10,12,1,0,0
1915,Pe,6,310,2014,4,12,8,12,10,1,0,0
1915,Pe,6,310,2015,5,8,0,10,0,0,1,16
1916,Pe,6,312,2012,1,0.5,3.5,2,5,1,0,0
1916,Pe,6,312,2013,2,3.5,5,5,5,1,0,0
1916,Pe,6,312,2014,3,5,4,5,10,1,0,0
1916,Pe,6,312,2015,4,4,12,10,18,1,0,0
1916,Pe,6,312,2016,5,12,0,18,0,0,1,34
1917,Pe,6,313,2012,1,1,3,2,3,1,0,0
1917,Pe,6,313,2013,2,3,3,3,3,1,0,0
1917,Pe,6,313,2014,3,3,0,3,0,0,0,0
1918,Pe,6,314,2016,1,0.5,0,0.5,0,0,0,0
1919,Pe,6,315,2016,1,0.5,0,1.5,0,0,0,0
1920,Pe,6,316,2016,1,0.5,0,2.5,0,0,0,0
1921,Pe,6,317,2017,1,2,5,3.5,5,1,0,0
1921,Pe,6,317,2018,2,5,3,5,2,1,0,0
1921,Pe,6,317,2019,3,3,0,2,0,0,0,0
1922,Pe,6,318,2017,1,1,0,1,0,0,0,0
1923,Pe,6,319,2017,1,1,0,1,0,0,0,0
1924,Pe,6,320,2017,1,1.5,3,2,2.5,1,0,0
1924,Pe,6,320,2018,2,3,4,2.5,4,1,0,0
1924,Pe,6,320,2019,3,4,0,4,0,0,0,0
1925,Pe,6,321,2017,1,1.5,0,3,0,0,0,0
1926,Pe,6,322,2017,1,2,0,1,0,0,0,0
1927,Pe,6,323,2017,1,2,0,3,0,0,0,0
1928,Pe,6,324,2017,1,2,4,3,6,1,0,0
1928,Pe,6,324,2018,2,4,5.5,6,8,1,0,0
1928,Pe,6,324,2019,3,5.5,0,8,0,0,0,0
1929,Pe,6,325,2017,1,2,0,3,0,0,0,0
1930,Pe,6,326,2017,1,2,3.5,2,5,1,0,0
1930,Pe,6,326,2018,2,3.5,0,5,0,0,0,0
1931,Pe,6,327,2017,1,1,0,4,0,0,0,0
1932,Pe,6,328,2017,1,3,6,3,8,1,0,0
1932,Pe,6,328,2018,2,6,2.5,8,4,1,0,0
1932,Pe,6,328,2019,3,2.5,0,4,0,0,0,0
1933,Pe,6,329,2017,1,1.5,0,1.5,0,0,0,0
1934,Pe,6,331,2017,1,1.5,0,2,0,0,0,0
1935,Pe,6,332,2017,1,1.5,0,1,0,0,0,0
1936,Pe,6,333,2017,1,1.5,0,1,0,0,0,0
1937,Pe,6,334,2017,1,1.5,0,2,0,0,0,0
1938,Pe,6,335,2017,1,1.5,1.5,1,1,1,0,0
1938,Pe,6,335,2018,2,1.5,0,1,0,0,0,0
1939,Pe,6,336,2017,1,1.5,0,3.5,0,0,0,0
1940,Pe,6,338,2017,1,1,0,2,0,0,0,0
1941,Pe,6,339,2017,1,1,0,1,0,0,0,0
1942,Pe,6,341,2017,1,2,0,2.5,0,0,0,0
1943,Pe,6,345,2017,1,5,0,5,0,0,0,0
1944,Pe,6,349,2018,1,1.5,0,2,0,0,0,0
1945,Pe,6,350,2018,1,0.5,0,2.5,0,0,0,0
1946,Pe,7,1,1994,NA,NA,0,1.5,0,0,0,0
1947,Pe,7,2,1994,NA,NA,0,1,0,0,0,0
1948,Pe,7,3,1994,NA,NA,0,3,0,0,0,0
1949,Pe,7,4,1994,NA,NA,0,0.5,0,0,0,0
1950,Pe,7,5,1994,NA,NA,0,1,0,0,0,0
1951,Pe,7,6,1994,NA,NA,0,1.5,0,0,0,0
1952,Pe,7,7,1994,NA,NA,0,2,0,0,0,0
1953,Pe,7,8,1994,NA,NA,3.5,3,4.5,1,0,0
1953,Pe,7,8,1995,NA,3.5,0,4.5,0,0,0,0
1954,Pe,7,9,1994,NA,NA,1.5,2,0.5,1,0,0
1954,Pe,7,9,1995,NA,1.5,0,0.5,0,0,0,0
1955,Pe,7,10,1994,NA,NA,0,2,0,0,0,0
1956,Pe,7,11,1994,NA,NA,0,3,0,0,0,0
1957,Pe,7,12,1994,NA,NA,0,2.5,0,0,0,0
1958,Pe,7,13,1994,NA,NA,0,0.5,0,0,0,0
1959,Pe,7,14,1994,NA,NA,5,5.5,3,1,0,0
1959,Pe,7,14,1995,NA,5,0,3,0,0,0,0
1960,Pe,7,15,1994,NA,NA,0,1,0,0,0,0
1961,Pe,7,16,1994,NA,NA,5.5,7.5,7,1,0,0
1961,Pe,7,16,1995,NA,5.5,4,7,7.5,1,0,0
1961,Pe,7,16,1996,NA,4,6.5,7.5,6.5,1,0,0
1961,Pe,7,16,1997,NA,6.5,4,6.5,7,1,0,0
1961,Pe,7,16,1998,NA,4,2.5,7,4,1,0,0
1961,Pe,7,16,1999,NA,2.5,0,4,0,0,0,0
1962,Pe,7,17,1994,NA,NA,0,4.5,0,0,0,0
1963,Pe,7,18,1994,NA,NA,0,4,0,0,0,0
1964,Pe,7,19,1994,NA,NA,0,6.5,0,0,0,0
1965,Pe,7,20,1994,NA,NA,0,2.5,0,0,0,0
1966,Pe,7,21,1994,NA,NA,0.5,4.5,0.5,1,0,0
1966,Pe,7,21,1995,NA,0.5,0,0.5,0,0,0,0
1967,Pe,7,22,1994,NA,NA,0,0.5,0,0,0,0
1968,Pe,7,23,1994,NA,NA,0,1.5,0,0,0,0
1969,Pe,7,24,1994,NA,NA,4,2,5.5,1,0,0
1969,Pe,7,24,1995,NA,4,0,5.5,0,0,0,0
1970,Pe,7,25,1995,1,NA,0,0.5,0,0,0,0
1971,Pe,7,27,1998,1,1,0,1.5,0,0,0,0
1972,Pe,7,28,2001,1,2.5,0,3.5,0,0,0,0
1973,Pe,7,29,2001,1,1.5,0,1.5,0,0,0,0
1974,Pe,7,31,2001,1,2,0,2,0,0,0,0
1975,Pe,7,33,2002,1,1.5,1,2,2,1,0,0
1975,Pe,7,33,2003,2,1,0,2,0,0,0,0
1976,Pe,7,34,2004,1,1.5,0,0.5,0,0,0,0
1977,Pe,7,35,2004,1,1,0,0.5,0,0,0,0
1978,Pe,7,36,2004,1,0.5,0,0.5,0,0,0,0
1979,Pe,7,37,2004,1,1.5,0,1,0,0,0,0
1980,Pe,7,40,2015,1,7,11.5,10.5,14,1,0,0
1980,Pe,7,40,2016,2,11.5,14,14,8,1,0,0
1980,Pe,7,40,2017,3,14,7,8,13,1,1,13
1980,Pe,7,40,2018,4,7,18,13,20,1,0,0
1980,Pe,7,40,2019,5,18,0,20,0,0,1,32
1981,Pe,7,41,2015,1,6.5,0,7,0,0,0,0
1982,Pe,7,42,2015,1,6,0,5.5,0,0,0,0
1983,Pe,7,45,2017,1,3,0,4.5,0,0,0,0
1984,Pe,7,46,2018,1,1,3,3.5,4,1,0,0
1984,Pe,7,46,2019,2,3,4,4,7,1,0,0
1984,Pe,7,46,2020,3,4,8,7,9.5,1,0,0
1984,Pe,7,46,2021,4,8,0,9.5,0,0,0,0
1985,Pe,7,47,2018,1,1,4.5,3.5,5,1,0,0
1985,Pe,7,47,2019,2,4.5,0,5,0,0,0,0
1986,Pe,7,48,2018,1,1,0,3.5,0,0,0,0
1987,Pe,7,49,2018,1,1.5,0,2.5,0,0,0,0
1988,Pe,7,50,2018,1,1,0,3.5,0,0,0,0
1989,Pe,7,51,2018,1,3,5,6,6,1,0,0
1989,Pe,7,51,2019,2,5,0,6,0,0,0,0
1990,Pe,7,52,2018,1,1.5,4,3,8,1,0,0
1990,Pe,7,52,2019,2,4,0,8,0,0,0,0
1991,Pe,7,53,2019,1,0.5,0,2.5,0,0,0,0
1992,Pe,7,54,2019,1,0.5,0,2,0,0,0,0
1993,Pe,7,55,2020,1,1,5,2.5,3.5,1,0,0
1993,Pe,7,55,2021,2,5,4,3.5,6,1,0,0
1993,Pe,7,55,2022,3,4,NA,6,NA,NA,0,0
1994,Pe,7,63,2020,1,3,0,1.5,0,0,0,0
1995,Pe,7,64,2021,1,1.5,1.5,3,1.5,1,0,0
1995,Pe,7,64,2022,2,1.5,NA,1.5,NA,NA,0,0
1996,Pe,8,1,1994,NA,NA,3,4,3.5,1,0,0
1996,Pe,8,1,1995,NA,3,3,3.5,6,1,0,0
1996,Pe,8,1,1996,NA,3,6,6,5.5,1,0,0
1996,Pe,8,1,1997,NA,6,7.5,5.5,9.5,1,0,0
1996,Pe,8,1,1998,NA,7.5,7.5,9.5,12.5,1,0,0
1996,Pe,8,1,1999,NA,7.5,11.5,12.5,10,1,0,0
1996,Pe,8,1,2000,NA,11.5,7.5,10,11.5,1,0,0
1996,Pe,8,1,2001,NA,7.5,0,11.5,0,0,0,0
1997,Pe,8,2,1994,NA,NA,3.5,4,5.5,1,0,0
1997,Pe,8,2,1995,NA,3.5,0.5,5.5,3.5,1,0,0
1997,Pe,8,2,1996,NA,0.5,5.5,3.5,6.5,1,0,0
1997,Pe,8,2,1997,NA,5.5,6.5,6.5,9,1,0,0
1997,Pe,8,2,1998,NA,6.5,5.5,9,8.5,1,0,0
1997,Pe,8,2,1999,NA,5.5,7.5,8.5,11.5,1,0,0
1997,Pe,8,2,2000,NA,7.5,5,11.5,9,1,0,0
1997,Pe,8,2,2001,NA,5,7,9,11,1,0,0
1997,Pe,8,2,2002,NA,7,10,11,14.5,1,0,0
1997,Pe,8,2,2003,NA,10,10,14.5,10,1,0,0
1997,Pe,8,2,2004,NA,10,0,10,0,0,1,NA
1998,Pe,8,3,1994,NA,NA,4,4,5,1,0,0
1998,Pe,8,3,1995,NA,4,1,5,4.5,1,0,0
1998,Pe,8,3,1996,NA,1,6,4.5,10.5,1,0,0
1998,Pe,8,3,1997,NA,6,8,10.5,12,1,0,0
1998,Pe,8,3,1998,NA,8,6.5,12,14.5,1,0,0
1998,Pe,8,3,1999,NA,6.5,11.5,14.5,15,1,0,0
1998,Pe,8,3,2000,NA,11.5,5,15,10.5,1,1,4
1998,Pe,8,3,2001,NA,5,0,10.5,0,0,0,0
1999,Pe,8,4,1994,NA,NA,3,4.5,5,1,0,0
1999,Pe,8,4,1995,NA,3,3,5,4.5,1,0,0
1999,Pe,8,4,1996,NA,3,4.5,4.5,6,1,0,0
1999,Pe,8,4,1997,NA,4.5,4,6,6.5,1,0,0
1999,Pe,8,4,1998,NA,4,2.5,6.5,5.5,1,0,0
1999,Pe,8,4,1999,NA,2.5,4.5,5.5,6.5,1,0,0
1999,Pe,8,4,2000,NA,4.5,3,6.5,5,1,0,0
1999,Pe,8,4,2001,NA,3,0,5,0,0,0,0
2000,Pe,8,5,1994,NA,NA,5,3.5,7.5,1,0,0
2000,Pe,8,5,1995,NA,5,0,7.5,0,0,0,0
2001,Pe,8,6,1994,NA,NA,0,1.5,0,0,0,0
2002,Pe,8,7,1994,NA,NA,11,15,13,1,1,4
2002,Pe,8,7,1995,NA,11,8.5,13,12,1,0,0
2002,Pe,8,7,1996,NA,8.5,0,12,0,0,1,23
2003,Pe,8,8,1994,NA,NA,1,2,2,1,0,0
2003,Pe,8,8,1995,NA,1,0,2,0,0,0,0
2004,Pe,8,9,1994,NA,NA,0,8,0,0,0,0
2005,Pe,8,10,1994,NA,NA,3.5,8.5,9,1,0,0
2005,Pe,8,10,1995,NA,3.5,0,9,0,0,0,0
2006,Pe,8,11,1994,NA,NA,0,3.5,0,0,0,0
2007,Pe,8,12,1994,NA,NA,0,0.5,0,0,0,0
2008,Pe,8,13,1995,1,1,0,1.5,0,0,0,0
2009,Pe,8,15,1995,1,NA,0,1,0,0,0,0
2010,Pe,8,16,1995,1,NA,0,0.5,0,0,0,0
2011,Pe,8,17,1995,1,NA,0,0.5,0,0,0,0
2012,Pe,8,18,1997,1,2.5,6.5,5.5,12.5,1,0,0
2012,Pe,8,18,1998,2,6.5,12.5,12.5,15.5,1,0,0
2012,Pe,8,18,1999,3,12.5,13,15.5,16.5,1,0,0
2012,Pe,8,18,2000,4,13,8,16.5,13.5,1,0,0
2012,Pe,8,18,2001,5,8,6,13.5,10,1,0,0
2012,Pe,8,18,2002,6,6,11,10,15.5,1,0,0
2012,Pe,8,18,2003,7,11,9,15.5,14.5,1,0,0
2012,Pe,8,18,2004,8,9,0,14.5,0,0,0,0
2013,Pe,8,21,2000,1,1.5,0,2.5,0,0,0,0
2014,Pe,8,22,2002,1,1,0,1.5,0,0,0,0
2015,Pe,8,23,2002,1,1.5,3.5,1.5,4.5,1,0,0
2015,Pe,8,23,2003,2,3.5,0,4.5,0,0,0,0
2016,Pe,8,24,2005,1,2.5,11.5,6,14.5,1,0,0
2016,Pe,8,24,2006,2,11.5,15,14.5,15.5,1,0,0
2016,Pe,8,24,2007,3,15,10,15.5,12,1,0,0
2016,Pe,8,24,2008,4,10,0,12,0,0,1,NA
2017,Pe,8,26,2006,1,3.5,0,4.5,0,0,0,0
2018,Pe,8,27,2017,1,3,7.5,9,12.5,1,0,0
2018,Pe,8,27,2018,2,7.5,11.5,12.5,15,1,0,0
2018,Pe,8,27,2019,3,11.5,10,15,16,1,0,0
2018,Pe,8,27,2020,4,10,14,16,16.5,1,0,0
2018,Pe,8,27,2021,5,14,12,16.5,13,1,0,0
2018,Pe,8,27,2022,6,12,NA,13,NA,NA,0,0
2019,Pe,8,28,2017,1,1.5,0,1,0,0,0,0
2020,Pe,8,32,2017,1,2,0,1,0,0,0,0
2021,Pe,8,34,2017,1,2,0,1.5,0,0,0,0
2022,Pe,8,35,2017,1,2,0,1,0,0,0,0
2023,Pe,8,39,2020,1,NA,0,2.5,0,0,0,0
2024,Pe,9,1,1994,NA,NA,0,1.5,0,0,0,0
2025,Pe,9,2,1994,NA,NA,8,4.5,9,1,0,0
2025,Pe,9,2,1995,NA,8,6.5,9,11,1,0,0
2025,Pe,9,2,1996,NA,6.5,0,11,0,0,0,0
2026,Pe,9,3,1994,NA,NA,0,10,0,0,0,0
2027,Pe,9,4,1994,NA,NA,0,11,0,0,1,11
2028,Pe,9,5,1994,NA,NA,9.5,6.5,9.5,1,0,0
2028,Pe,9,5,1995,NA,9.5,7.5,9.5,12,1,0,0
2028,Pe,9,5,1996,NA,7.5,6,12,9,1,0,0
2028,Pe,9,5,1997,NA,6,8.5,9,8,1,0,0
2028,Pe,9,5,1998,NA,8.5,0,8,0,0,1,12
2029,Pe,9,6,1994,NA,NA,6,10,8,1,0,0
2029,Pe,9,6,1995,NA,6,5,8,10.5,1,0,0
2029,Pe,9,6,1996,NA,5,8.5,10.5,11,1,0,0
2029,Pe,9,6,1997,NA,8.5,6,11,12,1,0,0
2029,Pe,9,6,1998,NA,6,7,12,10,1,0,0
2029,Pe,9,6,1999,NA,7,12,10,17.5,1,0,0
2029,Pe,9,6,2000,NA,12,9,17.5,13,1,0,0
2029,Pe,9,6,2001,NA,9,0,13,0,0,1,NA
2030,Pe,9,7,1994,NA,NA,0,1,0,0,0,0
2031,Pe,9,8,1994,NA,NA,0,1,0,0,0,0
2032,Pe,9,9,1994,NA,NA,10.5,9,13.5,1,0,0
2032,Pe,9,9,1995,NA,10.5,16,13.5,16.5,1,0,0
2032,Pe,9,9,1996,NA,16,0,16.5,0,0,1,32
2033,Pe,9,10,1994,NA,NA,5.5,3,5,1,0,0
2033,Pe,9,10,1995,NA,5.5,5,5,6,1,0,0
2033,Pe,9,10,1996,NA,5,6,6,10.5,1,0,0
2033,Pe,9,10,1997,NA,6,7.5,10.5,14.5,1,0,0
2033,Pe,9,10,1998,NA,7.5,16,14.5,17,1,0,0
2033,Pe,9,10,1999,NA,16,0,17,0,0,1,26
2034,Pe,9,11,1994,NA,NA,0,3.5,0,0,0,0
2035,Pe,9,12,1994,NA,NA,0,5.5,0,0,0,0
2036,Pe,9,13,1994,NA,NA,7,3,6.5,1,0,0
2036,Pe,9,13,1995,NA,7,5.5,6.5,8.5,1,0,0
2036,Pe,9,13,1996,NA,5.5,6,8.5,8.5,1,0,0
2036,Pe,9,13,1997,NA,6,5.5,8.5,9,1,0,0
2036,Pe,9,13,1998,NA,5.5,2,9,5.5,1,0,0
2036,Pe,9,13,1999,NA,2,0,5.5,0,0,0,0
2037,Pe,9,14,1994,NA,NA,6.5,7.5,7.5,1,0,0
2037,Pe,9,14,1995,NA,6.5,6,7.5,11,1,0,0
2037,Pe,9,14,1996,NA,6,9,11,9,1,0,0
2037,Pe,9,14,1997,NA,9,0,9,0,0,1,NA
2038,Pe,9,15,1994,NA,NA,0,6.5,0,0,0,0
2039,Pe,9,16,1994,NA,NA,0,2.5,0,0,0,0
2040,Pe,9,17,1994,NA,NA,6.5,2.5,5.5,1,0,0
2040,Pe,9,17,1995,NA,6.5,4.5,5.5,10.5,1,0,0
2040,Pe,9,17,1996,NA,4.5,8.5,10.5,15,1,0,0
2040,Pe,9,17,1997,NA,8.5,11,15,9,1,0,0
2040,Pe,9,17,1998,NA,11,0,9,0,0,1,6
2041,Pe,9,18,1994,NA,NA,3,2,2.5,1,0,0
2041,Pe,9,18,1995,NA,3,4.5,2.5,6.5,1,0,0
2041,Pe,9,18,1996,NA,4.5,8,6.5,10,1,0,0
2041,Pe,9,18,1997,NA,8,8,10,7,1,0,0
2041,Pe,9,18,1998,NA,8,6,7,8.5,1,0,0
2041,Pe,9,18,1999,NA,6,6.5,8.5,7,1,0,0
2041,Pe,9,18,2000,NA,6.5,5,7,6,1,0,0
2041,Pe,9,18,2001,NA,5,0,6,0,0,0,0
2042,Pe,9,19,1994,NA,NA,0,7.5,0,0,0,0
2043,Pe,9,20,1994,NA,NA,0,2,0,0,0,0
2044,Pe,9,22,1995,1,2.5,3,2.5,5,1,0,0
2044,Pe,9,22,1996,2,3,0,5,0,0,0,0
2045,Pe,9,23,1995,1,3.5,6,4,11,1,0,0
2045,Pe,9,23,1996,2,6,12,11,14.5,1,0,0
2045,Pe,9,23,1997,3,12,11,14.5,12.5,1,0,0
2045,Pe,9,23,1998,4,11,13,12.5,16.5,1,0,0
2045,Pe,9,23,1999,5,13,13.5,16.5,12.5,1,0,0
2045,Pe,9,23,2000,6,13.5,0,12.5,0,0,1,15
2046,Pe,9,24,1996,1,2,5.5,3.5,6.5,1,0,0
2046,Pe,9,24,1997,2,5.5,6.5,6.5,8.5,1,0,0
2046,Pe,9,24,1998,3,6.5,8,8.5,10.5,1,0,0
2046,Pe,9,24,1999,4,8,11,10.5,12.5,1,0,0
2046,Pe,9,24,2000,5,11,11.5,12.5,15.5,1,0,0
2046,Pe,9,24,2001,6,11.5,0,15.5,0,0,1,NA
2047,Pe,9,25,1996,1,1,0,1,0,0,0,0
2048,Pe,9,28,1997,1,0.5,0,1.5,0,0,0,0
2049,Pe,9,29,1997,1,NA,0,1.5,0,0,0,0
2050,Pe,9,30,1999,1,1,4,2,6,1,0,0
2050,Pe,9,30,2000,2,4,4.5,6,7,1,0,0
2050,Pe,9,30,2001,3,4.5,9,7,14,1,0,0
2050,Pe,9,30,2002,4,9,12,14,18,1,0,0
2050,Pe,9,30,2003,5,12,11,18,9.5,1,0,0
2050,Pe,9,30,2004,6,11,0,9.5,0,0,1,NA
2051,Pe,9,31,1999,1,1,3.5,2,6,1,0,0
2051,Pe,9,31,2000,2,3.5,4.5,6,7,1,0,0
2051,Pe,9,31,2001,3,4.5,7,7,11.5,1,0,0
2051,Pe,9,31,2002,4,7,11,11.5,13.5,1,0,0
2051,Pe,9,31,2003,5,11,0,13.5,0,0,0,0
2052,Pe,9,32,1999,1,1,1.5,2,1,1,0,0
2052,Pe,9,32,2000,2,1.5,0,1,0,0,0,0
2053,Pe,9,33,1999,1,1,3.5,2,4,1,0,0
2053,Pe,9,33,2000,2,3.5,2.5,4,0.5,1,0,0
2053,Pe,9,33,2001,3,2.5,0,0.5,0,0,0,0
2054,Pe,9,34,2000,1,2,2.5,3.5,2,1,0,0
2054,Pe,9,34,2001,2,2.5,4,2,5,1,0,0
2054,Pe,9,34,2002,3,4,5,5,8,1,0,0
2054,Pe,9,34,2003,4,5,0,8,0,0,0,0
2055,Pe,9,35,2000,1,1,0,1,0,0,0,0
2056,Pe,9,36,2000,1,1,0,1.5,0,0,0,0
2057,Pe,9,37,2000,1,1,0,1.5,0,0,0,0
2058,Pe,9,38,1999,1,2,7,4,10,1,0,0
2058,Pe,9,38,2000,2,7,7,10,8.5,1,0,0
2058,Pe,9,38,2001,3,7,0,8.5,0,0,0,0
2059,Pe,9,39,2000,1,1,0,3,0,0,0,0
2060,Pe,9,40,2001,1,1.5,4.5,2,7.5,1,0,0
2060,Pe,9,40,2002,2,4.5,5,7.5,11,1,0,0
2060,Pe,9,40,2003,3,5,0,11,0,0,0,0
2061,Pe,9,41,2001,1,1.5,0,0.5,0,0,0,0
2062,Pe,9,42,2002,1,5,8.5,10.5,15.5,1,0,0
2062,Pe,9,42,2003,2,8.5,12,15.5,15,1,0,0
2062,Pe,9,42,2004,3,12,11,15,14.5,1,0,0
2062,Pe,9,42,2005,4,11,0,14.5,0,0,1,NA
2063,Pe,9,43,2002,1,2.5,3.5,5,7,1,0,0
2063,Pe,9,43,2003,2,3.5,0,7,0,0,0,0
2064,Pe,9,44,2002,1,8,20,16,5.5,1,0,0
2064,Pe,9,44,2003,2,20,0,5.5,0,0,0,0
2065,Pe,9,45,2002,1,1.5,4.5,4,7,1,0,0
2065,Pe,9,45,2003,2,4.5,0,7,0,0,0,0
2066,Pe,9,46,2002,1,2.5,5.5,6,8.5,1,0,0
2066,Pe,9,46,2003,2,5.5,0,8.5,0,0,0,0
2067,Pe,9,47,2002,1,2.5,6,5.5,10,1,0,0
2067,Pe,9,47,2003,2,6,6,10,9,1,0,0
2067,Pe,9,47,2004,3,6,0,9,0,0,0,0
2068,Pe,9,48,2002,1,1,3.5,2.5,7,1,0,0
2068,Pe,9,48,2003,2,3.5,0,7,0,0,0,0
2069,Pe,9,49,2002,1,1,3.5,4,7.5,1,0,0
2069,Pe,9,49,2003,2,3.5,0,7.5,0,0,0,0
2070,Pe,9,51,2005,1,2,4.5,6,6.5,1,0,0
2070,Pe,9,51,2006,2,4.5,0,6.5,0,0,0,0
2071,Pe,9,52,2005,1,1.5,0,1,0,0,0,0
2072,Pe,9,53,2005,1,2.5,1.5,2.5,2.5,1,0,0
2072,Pe,9,53,2006,2,1.5,0,2.5,0,0,0,0
2073,Pe,9,55,2005,1,2,0,3.5,0,0,0,0
2074,Pe,9,56,2006,1,2,0,3.5,0,0,0,0
2075,Pe,9,57,2017,1,3,0,3,0,0,0,0
2076,Pe,9,58,2018,1,1.5,6.5,5.5,12,1,0,0
2076,Pe,9,58,2019,2,6.5,12,12,13,1,0,0
2076,Pe,9,58,2020,3,12,12,13,15,1,0,0
2076,Pe,9,58,2021,4,12,11,15,12,1,0,0
2076,Pe,9,58,2022,5,11,NA,12,NA,NA,0,0
2077,Pe,10,1,1994,NA,NA,5,6.5,5.5,1,0,0
2077,Pe,10,1,1995,NA,5,2,5.5,3.5,1,0,0
2077,Pe,10,1,1996,NA,2,0,3.5,0,0,0,0
2078,Pe,10,2,1994,NA,NA,4.5,6,7.5,1,0,0
2078,Pe,10,2,1995,NA,4.5,2,7.5,4.5,1,0,0
2078,Pe,10,2,1996,NA,2,0,4.5,0,0,0,0
2079,Pe,10,3,1994,NA,NA,7,7,10.5,1,0,0
2079,Pe,10,3,1995,NA,7,0,10.5,0,0,0,0
2080,Pe,10,4,1994,NA,NA,0,10.5,0,0,0,0
2081,Pe,10,5,1994,NA,NA,0,10.5,0,0,0,0
2082,Pe,10,6,1994,NA,NA,5,11,6,1,0,0
2082,Pe,10,6,1995,NA,5,4,6,3,1,0,0
2082,Pe,10,6,1996,NA,4,0,3,0,0,0,0
2083,Pe,10,7,1994,NA,NA,11.5,16,14.5,1,0,0
2083,Pe,10,7,1995,NA,11.5,6.5,14.5,12,1,0,0
2083,Pe,10,7,1996,NA,6.5,10,12,11,1,0,0
2083,Pe,10,7,1997,NA,10,0,11,0,0,0,0
2084,Pe,10,8,1994,NA,NA,2.5,2.5,2.5,1,0,0
2084,Pe,10,8,1995,NA,2.5,0,2.5,0,0,0,0
2085,Pe,10,9,2002,1,NA,1.5,0.5,0.5,1,0,0
2085,Pe,10,9,2003,2,1.5,2.5,0.5,2.5,1,0,0
2085,Pe,10,9,2004,3,2.5,0,2.5,0,0,0,0
2086,Pe,10,11,2005,1,2,0,0.5,0,0,0,0
2087,Pe,20,1,1994,NA,NA,7,23,12.5,1,0,0
2087,Pe,20,1,1995,NA,7,0,12.5,0,0,1,10
2088,Pe,20,2,1995,1,2,0,1.5,0,0,0,0
2089,Pe,20,3,2012,1,NA,10,6.5,23,1,0,0
2089,Pe,20,3,2013,2,10,15,23,9,1,0,0
2089,Pe,20,3,2014,3,15,0,9,0,0,1,NA
2090,Pe,23,1,1995,NA,9,7,10,4,1,0,0
2090,Pe,23,1,1996,NA,7,0,4,0,0,0,0
2091,Pe,23,2,1995,NA,7.5,4.5,11,5,1,0,0
2091,Pe,23,2,1996,NA,4.5,0,5,0,0,0,0
2092,Pe,23,3,1995,NA,5,4,3,2.5,1,0,0
2092,Pe,23,3,1996,NA,4,3,2.5,5.5,1,0,0
2092,Pe,23,3,1997,NA,3,0,5.5,0,0,0,0
2093,Pe,23,4,1995,NA,6.5,6,10.5,11.5,1,0,0
2093,Pe,23,4,1996,NA,6,7.5,11.5,13,1,0,0
2093,Pe,23,4,1997,NA,7.5,7,13,12,1,0,0
2093,Pe,23,4,1998,NA,7,6,12,13.5,1,0,0
2093,Pe,23,4,1999,NA,6,0,13.5,0,0,0,0
2094,Pe,23,5,1995,NA,7.5,6.5,10.5,10,1,0,0
2094,Pe,23,5,1996,NA,6.5,0,10,0,0,0,0
2095,Pe,23,6,1995,NA,6.5,0,7.5,0,0,0,0
2096,Pe,23,7,1995,NA,5.5,0,2,0,0,0,0
2097,Pe,23,9,1995,NA,4,6.5,4,7,1,0,0
2097,Pe,23,9,1996,NA,6.5,0,7,0,0,0,0
2098,Pe,23,10,1995,NA,2,0,3,0,0,0,0
2099,Pe,23,13,1995,NA,5,5,8,8.5,1,0,0
2099,Pe,23,13,1996,NA,5,3.5,8.5,5,1,0,0
2099,Pe,23,13,1997,NA,3.5,0,5,0,0,0,0
2100,Pe,23,14,1995,NA,3.5,3,4.5,3.5,1,0,0
2100,Pe,23,14,1996,NA,3,0,3.5,0,0,0,0
2101,Pe,23,15,1995,NA,3,2.5,5,4,1,0,0
2101,Pe,23,15,1996,NA,2.5,4.5,4,7.5,1,0,0
2101,Pe,23,15,1997,NA,4.5,4,7.5,9,1,0,0
2101,Pe,23,15,1998,NA,4,6,9,11.5,1,0,0
2101,Pe,23,15,1999,NA,6,6,11.5,8,1,0,0
2101,Pe,23,15,2000,NA,6,5.5,8,7.5,1,0,0
2101,Pe,23,15,2001,NA,5.5,0,7.5,0,0,0,0
2102,Pe,23,16,1995,NA,4,6.5,6.5,7.5,1,0,0
2102,Pe,23,16,1996,NA,6.5,7,7.5,11.5,1,0,0
2102,Pe,23,16,1997,NA,7,6,11.5,10.5,1,0,0
2102,Pe,23,16,1998,NA,6,9,10.5,14,1,0,0
2102,Pe,23,16,1999,NA,9,8,14,10.5,1,0,0
2102,Pe,23,16,2000,NA,8,6,10.5,10,1,0,0
2102,Pe,23,16,2001,NA,6,0,10,0,0,0,0
2103,Pe,23,17,1995,NA,3.5,4.5,5.5,6.5,1,0,0
2103,Pe,23,17,1996,NA,4.5,2.5,6.5,8.5,1,0,0
2103,Pe,23,17,1997,NA,2.5,4,8.5,8,1,0,0
2103,Pe,23,17,1998,NA,4,5.5,8,10.5,1,0,0
2103,Pe,23,17,1999,NA,5.5,7,10.5,7.5,1,0,0
2103,Pe,23,17,2000,NA,7,0,7.5,0,0,0,0
